Hugo_Symbol	Entrez_Gene_Id	TCGA-BR-6564-11A-01R-1884-13	TCGA-HU-A4GH-11A-11R-A36D-31	TCGA-IN-8663-11A-01R-2402-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-HU-A4GY-11A-11R-A36D-31	TCGA-IN-AB1X-11A-21R-A39E-31	TCGA-CG-5720-11A-01R-1602-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-CG-5734-11A-01R-1602-13	TCGA-IN-AB1V-11A-11R-A414-31	TCGA-FP-7829-11A-01R-2055-13	TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-IP-7968-11A-01R-2203-13	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-CG-5730-11A-01R-1602-13	TCGA-IN-7806-11A-01R-2055-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-BR-7851-11A-01R-2203-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-BR-7717-11A-01R-2055-13
CD160	11126	56.68	31.22	5.41	21.01	33.54	14.45	26.1	9.85	14.78	11.3	29.7	62.56	45.21	12.27	40.07	8.25	9.13	42.41	53.19	3.29	9.41	23.42	28.65	5.87	42.11	50.98	37.59	14.56	33.54	14.89	28.65	176.29	33.06
MLXIP	22877	1350.18	2682.69	457.25	387.02	612.11	1832.01	2451.44	848.22	1008.9	525.39	2004.85	1331.57	854.13	2720.15	457.25	1295.13	1936.53	1001.93	780.44	575.03	2075.59	2720.15	1119.56	684.02	1498.22	460.44	759.08	507.46	209.84	3280.18	708.18	733.19	470.14
SPERT	220082	0	0	0	0	0	0	0	0.47	0	0.42	0.79	0.8	0	0	0	2.32	0	0	0	0	0	0	0	0.45	0	0	5.32	0	0	0	0	0	1.6
PDK1	5163	177.53	156.59	271.48	127.89	303.44	256.78	152.28	318.57	224.97	246.28	199.85	339.14	547.75	211.31	120.94	148.09	251.48	239.52	473.41	231.32	205.5	202.66	197.09	199.85	281.09	500.46	470.14	921.88	277.2	211.31	198.47	307.69	429.54
INPPL1	3636	1498.22	2193.99	830.75	890.44	1295.13	1883.54	2032.85	1498.22	1457.23	947.83	2537.92	1350.18	1467.37	1909.85	967.76	1447.15	2075.59	1167.14	1167.14	1059.11	1427.22	2468.49	902.89	967.76	1617	1819.35	1059.11	1191.69	633.73	2591.27	1066.48	1175.27	1304.15
KRT71	112802	0	0	0	0.57	0.58	0	0	0	0	0	0.64	1.25	0	0	0	0	0	0	0	0	0	0.72	0	0	1.36	0	0.83	0.65	0	0	0	0	0
RXRG	6258	41.52	178.77	10	5.28	28.24	166.73	108.9	10.63	12	2.71	129.69	43.32	19.39	186.4	10.55	8.45	127	20.86	10.55	12	81.14	144.01	22.1	2.48	53.19	35.5	23.08	7.69	30.78	182.55	9.56	17.9	35
SLC1A1	6505	688.78	60.82	17.25	1561.89	58.3	12.09	44.89	72.52	336.79	84.63	140.04	59.13	111.99	22.75	480.04	72.01	20.41	514.56	896.64	112.77	206.94	57.49	759.08	53.19	43.02	85.22	64.8	49.56	85.82	22.43	1437.15	66.65	58.71
AC064874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLMN	11146	68.07	137.14	285.03	53.19	76.17	85.82	151.22	258.57	72.01	166.73	80.57	49.56	67.12	145.02	60.82	197.09	111.99	84.63	51.35	89.51	136.19	127	64.34	116.78	50.27	139.07	66.18	92.7	109.66	141.02	87.03	59.55	108.9
PSKH2	85481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0
FOXS1	2307	59.13	50.63	0	11.91	15.91	8.65	41.22	4.74	22.59	10.63	24.99	17.38	13.83	14.89	13.32	6.84	55.49	8.65	18.84	33.3	9.48	6.36	25.91	8.58	17.25	54.72	54.33	22.1	14.03	31.45	46.18	23.93	28.86
VWC2L	402117	0	1.62	0	0	0.48	0	1.99	0.59	0	0	0.53	1.91	0	0	0	0.57	0	0	0	0.54	0	0	0	0	0.58	0	0	0	0	1.11	0	0	0
CASP16	197350	64.34	18.7	0	358.54	2.07	3.38	4.17	2.25	86.43	0.48	24.99	2.89	5.82	2.66	186.4	1.83	2.36	56.28	74.06	0.49	16.15	8.25	173.85	3.35	2.23	1.91	1.1	0	11.64	6.06	187.71	4.17	0.2
ATP2B1	490	441.64	273.37	157.68	620.67	358.54	150.17	241.19	246.28	463.65	199.85	291.04	387.02	493.56	265.87	532.74	289.02	244.57	503.95	571.05	195.72	256.78	262.2	575.03	109.66	231.32	303.44	312	189.02	269.6	271.48	718.08	264.03	299.25
IER3IP1	51124	848.22	612.11	934.76	1037.29	928.3	507.46	642.59	791.35	738.29	872.1	579.04	848.22	1175.27	629.35	830.75	708.18	480.04	1001.93	941.27	1030.12	759.08	718.08	796.86	579.04	848.22	1111.82	1073.91	1167.14	2485.67	638.15	866.07	1119.56	1081.39
TIMM8A	1678	91.41	70.01	126.12	66.18	80.01	85.22	102.97	117.6	94.67	112.77	77.79	63.89	75.64	92.7	57.49	110.43	65.26	109.66	83.45	77.25	47.5	77.25	104.42	111.99	70.01	104.42	84.04	105.89	143.01	92.7	81.14	133.36	127.89
UGT1A10	54575	620.67	70.01	312	2895.31	450.94	0	0	108.14	536.45	511	371.22	195.72	607.87	6.62	1081.39	361.04	2.89	934.76	1051.79	104.42	248	0	1277.29	220.32	616.37	146.03	376.41	466.88	371.22	0	1662.49	336.79	68.55
CHD5	26038	14.89	48.18	1.99	0.78	6.46	59.13	73.54	8.51	4.03	2.41	44.25	9.27	3.06	41.52	4.82	22.59	112.77	3.29	3.69	10.79	120.94	52.08	5.19	10.24	24.63	2.68	8.58	0	2.12	26.28	5.06	1.08	10.88
EFNB3	1949	23.93	7	64.8	4.1	15	8.45	7.82	99.43	24.99	42.11	24.63	31.9	28.45	6.16	13.62	61.68	4.66	9.34	18.7	38.67	10.08	18.97	18.84	73.54	18.43	21.01	19.11	12.74	18.7	9.85	10.47	20.41	20.41
SCARA3	51435	406.31	1096.5	297.17	80.01	371.22	848.22	723.08	525.39	244.57	486.75	1023	457.25	209.84	1023	119.26	791.35	802.41	204.07	234.57	988.12	909.17	1457.23	95.34	361.04	420.68	406.31	277.2	195.72	206.94	860.08	178.77	189.02	409.15
SLC35C1	55343	819.3	198.47	1159.07	1127.35	1037.29	148.09	159.9	1167.14	1457.23	1073.91	466.88	995	791.35	85.22	1508.65	884.29	248	941.27	1167.14	921.88	295.11	119.26	1540.37	1096.5	884.29	454.09	713.11	1023	389.72	119.26	1001.93	579.04	435.55
LIPE	3991	361.04	633.73	181.28	275.28	181.28	109.66	287.01	209.84	145.02	204.07	529.06	289.02	77.79	406.31	1350.18	162.14	387.02	303.44	208.38	314.17	105.15	363.56	305.55	215.77	217.27	299.25	172.65	82.87	34.51	98.04	327.56	66.18	218.79
PEX6	5190	432.53	136.19	392.44	447.82	540.19	232.94	162.14	190.34	387.02	441.64	327.56	201.25	318.57	142.01	493.56	392.44	473.41	450.94	193.01	232.94	187.71	205.5	320.8	463.65	325.29	366.09	379.04	265.87	201.25	208.38	191.67	77.25	316.37
PAM	5066	1923.14	4903.87	884.29	1015.93	2701.35	4066.71	4066.71	1651	1540.37	802.41	3564.78	2240.11	1617	4239.45	688.78	1508.65	6037.61	1350.18	1096.5	4450.27	4268.94	3395.89	1572.76	836.53	1519.15	1583.71	1143.1	934.76	2758.13	3325.99	1437.15	1127.35	1540.37
SRM	6723	1733.13	2255.7	1594.73	567.1	1936.53	2303.12	3018.3	1819.35	2319.15	2255.7	1844.76	1923.14	1697.45	1991	1508.65	1870.53	2075.59	2537.92	1651	2976.74	2018.8	1883.54	1369.04	1594.73	2434.5	2875.3	3257.52	3794.3	1233.75	1628.26	1216.75	2384.37	3190.46
TIMD4	91937	6.01	4.78	0	1.85	6.26	1.91	7.51	1.99	41.52	0	11.3	5.19	8.13	5.92	3.56	0	7.69	17.9	6.46	3.06	0.92	0.96	0	0.18	27.25	170.25	42.41	15.11	4.43	5.5	13.12	1.27	248
DRP2	1821	7.22	42.71	0.49	0.82	7.46	18.29	23.25	3.56	1.38	1.36	16.51	14.45	0.6	69.52	0	4.86	7.51	2.56	0.97	3.23	6.57	84.04	1.41	1.93	6.62	1.53	0.61	0.47	3.59	60.82	0.46	0	4.9
MEN1	4221	616.37	221.86	575.03	503.95	651.58	237.86	269.6	629.35	642.59	486.75	486.75	642.59	688.78	206.94	454.09	674.59	351.14	529.06	536.45	595.34	180.02	260.38	583.07	764.36	575.03	624.99	647.07	575.03	212.78	218.79	463.65	507.46	563.18
AC018630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD45	339416	2.89	11.13	1.71	0	4.78	26.86	10	0	0	0.46	7.28	0	3.03	6.78	0	0.92	42.41	0.97	0	2.05	10.63	14.67	6.46	0.49	0.52	1.39	0.6	0.89	4.7	5.5	1.27	0	3.72
OR4D11	219986	0.73	3.56	0	0	0	0	9.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELFN2	114794	2.51	1.87	0	0.49	1.53	0.97	2.48	0	2.05	0	4.43	3.82	0.65	2.73	1.79	0.97	4.21	4.58	1.38	0.54	3.03	3.89	2.1	0	3.79	1.01	2.16	0.54	0.58	1.46	0.54	0	3.29
NARG2	79664	325.29	629.35	348.71	147.06	493.56	447.82	713.11	476.71	260.38	470.14	529.06	299.25	397.93	674.59	194.36	624.99	543.96	381.68	392.44	392.44	406.31	651.58	221.86	400.71	316.37	480.04	314.17	525.39	684.02	660.68	336.79	463.65	500.46
RANBP1	5902	2119.22	2004.85	2758.13	1378.57	2520.38	2351.53	1963.57	1963.57	2591.27	2627.46	1870.53	1883.54	1639.59	2240.11	2271.4	1769.57	1628.26	3103.19	1819.35	2816.11	2061.24	2061.24	2417.67	1757.34	1950	3303	2645.74	2835.7	3081.75	1963.57	3018.3	2591.27	3982.99
AL390778.1	0	0	1.14	0	0	0	0	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM51	84767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAF2	23197	368.65	435.55	457.25	351.14	392.44	356.05	429.54	476.71	409.15	497	429.54	441.64	521.76	392.44	320.8	521.76	381.68	403.5	460.44	441.64	368.65	447.82	339.14	406.31	392.44	379.04	346.29	420.68	237.86	457.25	483.38	371.22	346.29
HHLA3	11147	205.5	332.14	244.57	141.02	223.41	454.09	336.79	177.53	246.28	258.57	316.37	197.09	251.48	409.15	299.25	255	500.46	256.78	201.25	389.72	400.71	348.71	237.86	264.03	242.88	426.57	423.61	287.01	218.79	303.44	198.47	305.55	540.19
LTBP3	4054	2075.59	5076.84	769.69	503.95	1551.09	4736.79	4358.66	1457.23	1286.18	842.36	4972.34	1936.53	1135.2	3564.78	890.44	1662.49	4066.71	1081.39	1135.2	1583.71	3564.78	4010.71	896.64	1044.52	2075.59	1540.37	1583.71	738.29	423.61	3515.68	921.88	836.53	1378.57
XRN1	54464	204.07	301.33	356.05	231.32	127.89	108.14	246.28	366.09	162.14	244.57	180.02	152.28	191.67	260.38	190.34	432.53	211.31	329.84	217.27	185.11	181.28	291.04	251.48	211.31	131.51	199.85	125.24	162.14	65.26	435.55	521.76	218.79	121.79
C4B	721	2591.27	521.76	130.6	351.14	890.44	660.68	629.35	127.89	2935.74	148.09	651.58	384.34	1498.22	476.71	698.41	332.14	1605.83	896.64	988.12	1417.35	988.12	579.04	780.44	80.01	3146.52	2319.15	1936.53	1135.2	205.5	708.18	825	718.08	2224.63
OR11G2	390439	0	0	0	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A12	54860	0.39	2.16	0	10.24	0	0	6.67	0	3.44	0	0	0	0	0	2.46	0	0	26.28	4.06	0	1.69	0	11.04	0	0	0	0	0	0	0	20.71	0	0
CD44	960	2240.11	5555.65	3847.29	660.68	2609.3	3280.18	5147.73	6250.56	2720.15	7749.1	3928.15	3060.45	1639.59	5441.3	988.12	7537.18	5041.77	2645.74	2573.36	6471.02	5555.65	4038.61	1781.89	4736.79	2417.67	3212.66	3280.18	3146.52	1242.34	6207.38	1617	1963.57	3847.29
HOXC5	3222	46.5	140.04	22.43	3.56	51.35	30.78	5.63	27.44	27.84	36.79	147.06	58.71	44.57	194.36	21.32	31.45	51.35	16.03	22.26	41.81	171.45	154.42	13.93	38.67	61.68	30.56	78.89	29.06	5.45	156.59	3.92	32.36	73.54
RP11-166N6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCD	6904	1407.55	974.5	1242.34	551.56	1066.48	775.05	974.5	1651	1407.55	1277.29	1388.16	1388.16	1572.76	633.73	947.83	1159.07	753.83	854.13	1023	1745.2	791.35	802.41	753.83	1304.15	1427.22	1304.15	1437.15	1191.69	483.38	547.75	836.53	2018.8	1066.48
ZNF468	90333	106.63	81.14	99.43	142.01	218.79	35.25	70.51	169.07	183.82	132.44	96.01	147.06	241.19	57.49	141.02	136.19	49.56	118.43	165.57	118.43	76.71	61.68	78.34	101.54	127.89	118.43	170.25	244.57	275.28	51.71	161.02	111.21	153.34
FAM83D	81610	785.88	8840.04	2915.45	29.48	460.44	902.89	2855.44	10512.82	124.37	1844.76	1745.2	371.22	77.25	29.7	23.59	2520.38	7857.29	256.78	204.07	848.22	1467.37	1487.87	82.87	3443.31	713.11	87.03	60.82	189.02	60.39	8247.98	116.78	115.16	409.15
ISLR2	57611	36.53	88.26	4.74	5.41	18.03	38.67	55.89	5.02	13.42	6.36	26.47	53.95	12.27	28.65	5.23	6.41	55.1	12.83	15.22	12	39.22	58.3	7.4	3.53	17.77	7.11	26.86	7.28	8.85	47.84	11.21	29.27	10.39
SCAMP1	9522	291.04	612.11	403.5	220.32	441.64	480.04	642.59	497	220.32	486.75	507.46	438.59	529.06	656.11	183.82	547.75	529.06	334.46	356.05	476.71	511	708.18	241.19	339.14	287.01	297.17	295.11	351.14	381.68	796.86	283.05	281.09	320.8
TRH	7200	1.57	0.83	0	0.3	1	0.37	2.34	0.83	1.89	0.34	1.48	1.89	0.45	0.85	0.37	0.37	0.36	1.25	0.78	0	2.48	2.16	2.32	0	0.39	0	0.47	0.35	0	0	0.73	0	0.38
C9orf64	84267	409.15	218.79	133.36	595.34	297.17	167.9	181.28	124.37	339.14	123.5	209.84	223.41	291.04	181.28	356.05	141.02	191.67	332.14	406.31	114.36	224.97	271.48	384.34	128.79	214.27	167.9	191.67	232.94	312	232.94	587.13	264.03	173.85
MS4A4A	51338	248	305.55	16.75	65.26	356.05	269.6	353.59	42.71	246.28	24.46	429.54	190.34	231.32	281.09	265.87	51.35	444.72	314.17	234.57	187.71	180.02	381.68	116.78	30.12	309.83	830.75	277.2	242.88	351.14	325.29	170.25	176.29	607.87
PREPL	9581	518.15	884.29	444.72	507.46	423.61	723.08	854.13	373.81	275.28	395.18	669.92	486.75	567.1	967.76	387.02	759.08	872.1	507.46	457.25	271.48	599.49	878.17	470.14	392.44	368.65	435.55	312	351.14	403.5	988.12	603.67	295.11	400.71
CCDC105	126402	0	1.53	0	0	0	0	3.96	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0.79	0	0	0
TMEM187	8269	293.07	115.16	150.17	195.72	221.86	150.17	161.02	92.05	214.27	129.69	239.52	224.97	236.21	161.02	209.84	121.79	229.72	190.34	249.73	169.07	99.43	175.07	145.02	159.9	182.55	175.07	336.79	201.25	262.2	131.51	234.57	195.72	255
BPIFA2	140683	0	0	0	0.61	0.61	0	0	0	0	0	0	0	0	0	1.41	0	0	0.77	0	19.39	2.46	0	3.79	0	0	2.16	1.73	0.69	0	0	0	0	0
C8orf46	254778	31.22	226.54	4.78	5.19	39.5	77.79	111.99	12.09	12.83	14.35	95.34	81.14	10.16	297.17	14.35	11.55	79.45	7.11	24.99	10.24	211.31	269.6	8.58	21.32	27.64	63.89	11.55	36.01	58.71	220.32	9.27	7.28	26.67
ZNF525	0	101.54	121.79	127	64.34	100.13	55.49	118.43	144.01	57.89	49.91	100.13	67.12	112.77	85.82	43.94	164.42	82.29	76.17	58.3	85.22	56.68	96.68	57.08	90.14	52.08	110.43	74.06	85.82	70.51	119.26	66.18	105.15	94.67
RUSC2	9853	376.41	954.43	483.38	66.18	234.57	543.96	1001.93	1104.13	96.01	142.01	915.51	327.56	135.24	1233.75	87.03	563.18	1233.75	158.79	127.89	316.37	435.55	764.36	151.22	954.43	483.38	124.37	100.13	101.54	53.19	1044.52	163.28	78.89	145.02
UBE2Z	65264	1191.69	941.27	890.44	1023	1304.15	967.76	1008.9	934.76	1277.29	1159.07	1250.98	1407.55	1175.27	890.44	961.07	1044.52	1104.13	1059.11	1508.65	1059.11	836.53	1044.52	1167.14	1008.9	1183.45	1159.07	1051.79	1175.27	848.22	941.27	1059.11	884.29	1242.34
DDX5	1655	7803.01	14765.09	6381.92	5041.77	7485.11	16269.83	13872.08	9151.82	8901.53	8421.31	19754.96	6840.04	8363.13	16843.62	10368.08	6607.01	9409.14	8479.89	6983.79	6840.04	17927.91	20030.74	7911.95	4607.24	8538.88	11827.67	6840.04	6561.36	5183.54	18178.19	7433.4	6250.56	16383
AP2A1	160	1651	1437.15	1508.65	1745.2	1233.75	1331.57	1340.84	1583.71	1519.15	1639.59	1477.58	1359.57	1001.93	1175.27	1295.13	1709.26	1605.83	1175.27	1407.55	1572.76	1216.75	1242.34	1119.56	1832.01	1313.23	878.17	1044.52	1135.2	318.57	1104.13	1467.37	872.1	974.5
CHRDL2	25884	457.25	511	21.78	46.84	49.91	2682.69	2032.85	133.36	93.35	71.5	1051.79	215.77	195.72	2502.97	55.49	134.3	104.42	236.21	127	1769.57	3372.43	854.13	57.49	76.17	353.59	633.73	58.3	36.79	80.01	1388.16	74.06	94.67	529.06
C15orf53	400359	1.08	0	0.72	0	0.29	0	0	0	0.33	0.32	0.33	0	0.43	1.19	0	0.73	0	0	1.48	0	0	0	0	0	0	2.66	1.83	1.41	1.17	0	1.38	0	1.48
FTL	2512	126606.21	75280.1	31432.17	185362.8	68318.04	80125.95	82951.62	33922.56	110216.97	27553.49	79572.48	60723.88	60723.88	59063.35	124863.17	25354.3	73221.53	114103.8	95949.32	52135.28	88291.3	54727.32	171754.88	29531.18	74243.68	180294.02	123144.13	97965.44	127486.83	46662.28	102836.01	121448.75	140478.49
ZNF366	167465	50.98	20.71	8.38	13.32	24.28	20.41	27.84	18.03	28.04	9.48	25.17	29.7	28.86	23.93	14.56	21.47	48.52	17.77	35.76	10.79	5.77	25.17	28.65	12.83	23.08	29.06	32.82	23.93	6.31	26.86	15.91	19.39	27.44
PXMP4	11264	229.72	217.27	190.34	325.29	244.57	206.94	182.55	125.24	275.28	158.79	249.73	246.28	236.21	172.65	314.17	182.55	269.6	248	299.25	183.82	164.42	220.32	332.14	211.31	176.29	198.47	191.67	283.05	356.05	236.21	316.37	387.02	237.86
C21orf37	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0
PVRL1	5818	346.29	87.65	1781.89	246.28	144.01	65.72	61.68	2271.4	309.83	2796.65	155.5	209.84	154.42	78.34	209.84	2627.46	211.31	289.02	334.46	2319.15	78.34	85.22	529.06	2178.83	144.01	96.01	141.02	128.79	55.89	76.71	397.93	123.5	85.82
SLC6A13	6540	6.78	9.85	0	51.71	0	0.55	5.77	0	21.78	0	3.26	0.99	0	0	11.3	0.55	2.89	10.39	19.68	0	7.69	1.64	16.63	0	12.27	3.63	0	0	0	0.58	39.5	0	1.53
ZC3H7A	29066	470.14	796.86	435.55	384.34	497	775.05	1066.48	547.75	429.54	341.51	660.68	460.44	525.39	1104.13	358.54	599.49	688.78	525.39	412	387.02	1216.75	836.53	363.56	251.48	420.68	591.22	397.93	460.44	409.15	1081.39	579.04	389.72	518.15
PIWIL1	9271	0	1.6	0	0.37	0	0	1.14	1.58	0	2.36	1.08	2.71	0	0	0	0.42	0	1.95	5.02	1.77	0	0	0	0	1.57	0	0	0	0.84	0	1.1	0	0.42
OR1J1	347168	0.96	1.03	0	0	0	0	4.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95	0	0	0	0	0.92	0	0
FCGR3A	2214	674.59	117.6	8.65	40.64	389.72	69.03	75.64	13.32	361.04	8.58	190.34	273.37	353.59	92.05	123.5	4.7	79.45	110.43	90.77	173.85	137.14	111.99	103.69	5.11	409.15	595.34	334.46	555.41	84.63	57.08	173.85	211.31	460.44
GYPB	2994	3.86	0	0	0	0	0	3.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74	0	0	0	0	0	0	0
CHKB-CPT1B	0	74.58	48.52	126.12	34.26	42.11	2.34	74.58	134.3	26.47	180.02	74.58	23.76	23.93	11.38	31.45	111.21	33.06	105.15	8.38	76.71	19.25	42.71	132.44	47.17	72.01	152.28	32.36	72.01	0	41.52	121.79	17	125.24
TMEM59	9528	6207.38	5183.54	6840.04	10440.2	9474.59	5112.16	5403.7	5219.6	6037.61	5517.27	5954.47	6983.79	8191	4575.41	7032.37	4903.87	5112.16	7911.95	8421.31	8538.88	6426.31	4769.75	7589.61	5441.3	6516.03	7749.1	9474.59	8479.89	18819.27	4298.64	8363.13	7032.37	7966.99
PLCZ1	89869	6.41	0	0	0	8.25	3.44	7.94	4.39	3.99	0	1.81	1.83	8.85	0	1.17	0	0	13.72	1.91	0	1.19	0	0	1.16	19.68	6.01	7.11	2.56	1.99	3.63	0	5.63	0
FNDC7	163479	0.59	1.19	0	0	0	0	2.73	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
DAZ2	1617	0	0.49	0	25.91	0	0	0	0	171.45	0	0	0	0	0.51	44.25	0	0	57.89	48.87	5.32	53.19	0	0	0	23.59	24.28	0	0.44	988.12	0	26.1	114.36	77.79
FOXJ3	22887	547.75	769.69	361.04	297.17	476.71	400.71	780.44	555.41	414.87	525.39	536.45	532.74	603.67	733.19	420.68	698.41	521.76	497	490.14	612.11	457.25	743.43	529.06	414.87	438.59	295.11	316.37	395.18	231.32	842.36	438.59	353.59	299.25
AC110615.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.13	0	0	0	0	0	0	0	0	0	0
GRAP	10750	133.36	32.82	16.75	23.59	60.82	38.95	40.93	6.67	159.9	8.99	101.54	81.14	55.89	30.12	31.67	8.19	30.34	110.43	71.5	27.25	13.12	38.12	63.45	23.93	146.03	486.75	138.1	57.49	48.87	28.45	56.68	98.73	450.94
SIT1	27240	246.28	1.36	6.73	58.3	175.07	13.62	11.64	7.88	267.73	17.51	96.01	204.07	183.82	3.69	57.08	18.56	6.26	164.42	217.27	24.81	10.24	15.34	115.16	24.81	279.14	1059.11	444.72	366.09	204.07	5.45	83.45	221.86	1059.11
LRRTM2	26045	10.16	12.09	1.36	5.02	3.35	5.15	6.62	5.82	2.92	9.63	10.71	7.17	6.67	18.97	6.36	5.54	5.36	6.67	3.08	2.94	15.56	14.45	14.56	3.06	8.65	3.23	5.82	2.97	5.41	11.38	6.36	5.82	5.96
ESAM	90952	988.12	934.76	1127.35	271.48	1051.79	616.37	1066.48	921.88	563.18	483.38	1051.79	1183.45	819.3	708.18	708.18	642.59	974.5	703.28	825	684.02	384.34	669.92	486.75	1757.34	934.76	733.19	1233.75	909.17	890.44	518.15	363.56	1175.27	819.3
NAA11	84779	0	0.55	0	0	0	0	2.48	0	0	0	0	0	0	1.01	0	1.35	0.91	0	0	0	1.39	0	0	0	0	0	0	0	0	1.43	0	0	0
SPRYD7	57213	151.22	185.11	256.78	190.34	178.77	167.9	201.25	182.55	154.42	253.23	136.19	155.5	166.73	195.72	181.28	191.67	193.01	153.34	141.02	232.94	229.72	229.72	205.5	194.36	120.1	147.06	155.5	175.07	244.57	217.27	186.4	153.34	158.79
SPCS2	9789	4937.99	3257.52	3467.27	3742.05	7485.11	4358.66	3515.68	3372.43	5441.3	3874.05	3690.52	5831.91	6471.02	4358.66	4450.27	3235.01	3515.68	7032.37	5441.3	4736.79	4802.93	4575.41	4038.61	3395.89	5112.16	8134.41	8963.45	7911.95	7230.1	4419.52	4481.23	6079.61	8718.32
OR6K3	391114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA1	59338	403.5	669.92	764.36	595.34	567.1	460.44	595.34	872.1	295.11	896.64	493.56	473.41	583.07	651.58	384.34	1081.39	728.11	444.72	525.39	629.35	607.87	616.37	379.04	825	514.56	289.02	341.51	435.55	536.45	656.11	583.07	379.04	341.51
USPL1	10208	169.07	285.03	212.78	102.25	170.25	253.23	327.56	248	134.3	143.01	228.13	150.17	220.32	325.29	90.14	289.02	221.86	167.9	145.02	155.5	190.34	299.25	129.69	159.9	187.71	307.69	143.01	163.28	153.34	356.05	176.29	120.94	242.88
C3orf72	401089	0	2.56	5.68	0	0	0	2.68	3.53	0	1.95	0	0	0	0	0	12.55	0.71	0	0	8.71	0	0	0	2.41	0	0	0	0	0	0.78	0	3.66	0
GALNT14	79623	76.71	8.65	267.73	49.56	13.83	10.55	16.75	332.14	36.53	186.4	17.13	37.59	17.25	2.68	48.18	305.55	38.4	26.1	102.25	171.45	8.51	2.2	57.08	297.17	10.47	44.89	27.25	51.35	15	3.56	77.79	21.32	60.39
FAM129A	116496	1191.69	4639.29	579.04	82.87	616.37	3146.52	3325.99	1008.9	189.02	738.29	2739.08	961.07	336.79	6294.04	84.63	3018.3	4298.64	460.44	540.19	836.53	6561.36	3467.27	157.68	819.3	1242.34	248	202.66	214.27	86.43	5672.41	166.73	258.57	915.51
ZFR2	23217	5.63	14.67	0	2.56	4.94	6.78	21.63	3.63	12.74	1.68	5.87	8.45	10.47	11.13	5.73	0	12.45	1.83	3.5	3.35	18.43	19.53	0	0	9.2	5.92	6.89	7.51	5.41	7.17	3.32	8.19	4.62
ENO2	2026	429.54	1277.29	91.41	57.08	417.77	2209.26	1369.04	195.72	172.65	92.7	1175.27	563.18	194.36	1551.09	102.25	325.29	1806.78	217.27	291.04	212.78	1277.29	1769.57	159.9	163.28	599.49	470.14	277.2	224.97	78.89	1457.23	104.42	197.09	454.09
VGF	7425	25.72	38.67	0	6.78	60.82	40.64	27.05	2.58	53.57	0.84	47.5	111.99	16.15	27.25	44.25	1.41	8.13	35.76	19.11	8.92	29.91	55.49	37.32	3.47	26.28	19.39	17.13	4.82	19.68	27.25	6.57	9.93	13.62
